period,respondent,respondent-name,fueltype,type-name,value,value-units
2024-06-18 11:00:00,NY,New York,WAT,Hydro,2252,megawatthours
2024-06-18 10:00:00,NY,New York,WAT,Hydro,2002,megawatthours
2024-06-18 09:00:00,NY,New York,WAT,Hydro,1941,megawatthours
2024-06-18 08:00:00,NY,New York,WAT,Hydro,2007,megawatthours
2024-06-18 07:00:00,NY,New York,WAT,Hydro,1977,megawatthours
2024-06-18 06:00:00,NY,New York,WAT,Hydro,2040,megawatthours
2024-06-18 05:00:00,NY,New York,WAT,Hydro,2151,megawatthours
2024-06-18 04:00:00,NY,New York,WAT,Hydro,2369,megawatthours
2024-06-18 03:00:00,NY,New York,WAT,Hydro,2929,megawatthours
2024-06-18 02:00:00,NY,New York,WAT,Hydro,3607,megawatthours
2024-06-18 01:00:00,NY,New York,WAT,Hydro,3920,megawatthours
2024-06-18 00:00:00,NY,New York,WAT,Hydro,4007,megawatthours
2024-06-17 23:00:00,NY,New York,WAT,Hydro,3938,megawatthours
2024-06-17 22:00:00,NY,New York,WAT,Hydro,3999,megawatthours
2024-06-17 21:00:00,NY,New York,WAT,Hydro,3928,megawatthours
2024-06-17 20:00:00,NY,New York,WAT,Hydro,3550,megawatthours
2024-06-17 19:00:00,NY,New York,WAT,Hydro,3437,megawatthours
2024-06-17 18:00:00,NY,New York,WAT,Hydro,3446,megawatthours
2024-06-17 17:00:00,NY,New York,WAT,Hydro,3478,megawatthours
2024-06-17 16:00:00,NY,New York,WAT,Hydro,3274,megawatthours
2024-06-17 15:00:00,NY,New York,WAT,Hydro,3082,megawatthours
2024-06-17 14:00:00,NY,New York,WAT,Hydro,2863,megawatthours
2024-06-17 13:00:00,NY,New York,WAT,Hydro,2944,megawatthours
2024-06-17 12:00:00,NY,New York,WAT,Hydro,2835,megawatthours
2024-06-17 11:00:00,NY,New York,WAT,Hydro,2535,megawatthours
2024-06-17 10:00:00,NY,New York,WAT,Hydro,1821,megawatthours
2024-06-17 09:00:00,NY,New York,WAT,Hydro,1511,megawatthours
2024-06-17 08:00:00,NY,New York,WAT,Hydro,1752,megawatthours
2024-06-17 07:00:00,NY,New York,WAT,Hydro,1584,megawatthours
2024-06-17 06:00:00,NY,New York,WAT,Hydro,1686,megawatthours
2024-06-17 05:00:00,NY,New York,WAT,Hydro,2021,megawatthours
2024-06-17 04:00:00,NY,New York,WAT,Hydro,2254,megawatthours
2024-06-17 03:00:00,NY,New York,WAT,Hydro,2601,megawatthours
2024-06-17 02:00:00,NY,New York,WAT,Hydro,2938,megawatthours
2024-06-17 01:00:00,NY,New York,WAT,Hydro,3039,megawatthours
2024-06-17 00:00:00,NY,New York,WAT,Hydro,3118,megawatthours
2024-06-16 23:00:00,NY,New York,WAT,Hydro,3090,megawatthours
2024-06-16 22:00:00,NY,New York,WAT,Hydro,3155,megawatthours
2024-06-16 21:00:00,NY,New York,WAT,Hydro,3079,megawatthours
2024-06-16 20:00:00,NY,New York,WAT,Hydro,3078,megawatthours
2024-06-16 19:00:00,NY,New York,WAT,Hydro,3069,megawatthours
2024-06-16 18:00:00,NY,New York,WAT,Hydro,3063,megawatthours
2024-06-16 17:00:00,NY,New York,WAT,Hydro,2974,megawatthours
2024-06-16 16:00:00,NY,New York,WAT,Hydro,2719,megawatthours
2024-06-16 15:00:00,NY,New York,WAT,Hydro,2712,megawatthours
2024-06-16 14:00:00,NY,New York,WAT,Hydro,2549,megawatthours
2024-06-16 13:00:00,NY,New York,WAT,Hydro,2481,megawatthours
2024-06-16 12:00:00,NY,New York,WAT,Hydro,2337,megawatthours
2024-06-16 11:00:00,NY,New York,WAT,Hydro,2037,megawatthours
2024-06-16 10:00:00,NY,New York,WAT,Hydro,1987,megawatthours
2024-06-16 09:00:00,NY,New York,WAT,Hydro,1967,megawatthours
2024-06-16 08:00:00,NY,New York,WAT,Hydro,2011,megawatthours
2024-06-16 07:00:00,NY,New York,WAT,Hydro,2062,megawatthours
2024-06-16 06:00:00,NY,New York,WAT,Hydro,2119,megawatthours
2024-06-16 05:00:00,NY,New York,WAT,Hydro,2184,megawatthours
2024-06-16 04:00:00,NY,New York,WAT,Hydro,2622,megawatthours
2024-06-16 03:00:00,NY,New York,WAT,Hydro,2788,megawatthours
2024-06-16 02:00:00,NY,New York,WAT,Hydro,3108,megawatthours
2024-06-16 01:00:00,NY,New York,WAT,Hydro,3036,megawatthours
2024-06-16 00:00:00,NY,New York,WAT,Hydro,3122,megawatthours
2024-06-15 23:00:00,NY,New York,WAT,Hydro,3129,megawatthours
2024-06-15 22:00:00,NY,New York,WAT,Hydro,3012,megawatthours
2024-06-15 21:00:00,NY,New York,WAT,Hydro,2926,megawatthours
2024-06-15 20:00:00,NY,New York,WAT,Hydro,2928,megawatthours
2024-06-15 19:00:00,NY,New York,WAT,Hydro,2936,megawatthours
2024-06-15 18:00:00,NY,New York,WAT,Hydro,2917,megawatthours
2024-06-15 17:00:00,NY,New York,WAT,Hydro,2938,megawatthours
2024-06-15 16:00:00,NY,New York,WAT,Hydro,2876,megawatthours
2024-06-15 15:00:00,NY,New York,WAT,Hydro,2867,megawatthours
2024-06-15 14:00:00,NY,New York,WAT,Hydro,2731,megawatthours
2024-06-15 13:00:00,NY,New York,WAT,Hydro,2667,megawatthours
2024-06-15 12:00:00,NY,New York,WAT,Hydro,2641,megawatthours
2024-06-15 11:00:00,NY,New York,WAT,Hydro,2200,megawatthours
2024-06-15 10:00:00,NY,New York,WAT,Hydro,2095,megawatthours
2024-06-15 09:00:00,NY,New York,WAT,Hydro,2135,megawatthours
2024-06-15 08:00:00,NY,New York,WAT,Hydro,2155,megawatthours
2024-06-15 07:00:00,NY,New York,WAT,Hydro,2116,megawatthours
2024-06-15 06:00:00,NY,New York,WAT,Hydro,2183,megawatthours
2024-06-15 05:00:00,NY,New York,WAT,Hydro,2297,megawatthours
2024-06-15 04:00:00,NY,New York,WAT,Hydro,2472,megawatthours
2024-06-15 03:00:00,NY,New York,WAT,Hydro,2943,megawatthours
2024-06-15 02:00:00,NY,New York,WAT,Hydro,3408,megawatthours
2024-06-15 01:00:00,NY,New York,WAT,Hydro,3545,megawatthours
2024-06-15 00:00:00,NY,New York,WAT,Hydro,3536,megawatthours
2024-06-14 23:00:00,NY,New York,WAT,Hydro,3677,megawatthours
2024-06-14 22:00:00,NY,New York,WAT,Hydro,3881,megawatthours
2024-06-14 21:00:00,NY,New York,WAT,Hydro,3792,megawatthours
2024-06-14 20:00:00,NY,New York,WAT,Hydro,3697,megawatthours
2024-06-14 19:00:00,NY,New York,WAT,Hydro,3693,megawatthours
2024-06-14 18:00:00,NY,New York,WAT,Hydro,3716,megawatthours
2024-06-14 17:00:00,NY,New York,WAT,Hydro,3650,megawatthours
2024-06-14 16:00:00,NY,New York,WAT,Hydro,3802,megawatthours
2024-06-14 15:00:00,NY,New York,WAT,Hydro,3642,megawatthours
2024-06-14 14:00:00,NY,New York,WAT,Hydro,3507,megawatthours
2024-06-14 13:00:00,NY,New York,WAT,Hydro,3473,megawatthours
2024-06-14 12:00:00,NY,New York,WAT,Hydro,3017,megawatthours
2024-06-14 11:00:00,NY,New York,WAT,Hydro,2558,megawatthours
2024-06-14 10:00:00,NY,New York,WAT,Hydro,2237,megawatthours
2024-06-14 09:00:00,NY,New York,WAT,Hydro,2179,megawatthours
2024-06-14 08:00:00,NY,New York,WAT,Hydro,2232,megawatthours
2024-06-14 07:00:00,NY,New York,WAT,Hydro,2294,megawatthours
2024-06-14 06:00:00,NY,New York,WAT,Hydro,2285,megawatthours
2024-06-14 05:00:00,NY,New York,WAT,Hydro,2477,megawatthours
2024-06-14 04:00:00,NY,New York,WAT,Hydro,2486,megawatthours
2024-06-14 03:00:00,NY,New York,WAT,Hydro,2886,megawatthours
2024-06-14 02:00:00,NY,New York,WAT,Hydro,3678,megawatthours
2024-06-14 01:00:00,NY,New York,WAT,Hydro,3905,megawatthours
2024-06-14 00:00:00,NY,New York,WAT,Hydro,4045,megawatthours
2024-06-13 23:00:00,NY,New York,WAT,Hydro,4014,megawatthours
2024-06-13 22:00:00,NY,New York,WAT,Hydro,3990,megawatthours
2024-06-13 21:00:00,NY,New York,WAT,Hydro,3758,megawatthours
2024-06-13 20:00:00,NY,New York,WAT,Hydro,3712,megawatthours
2024-06-13 19:00:00,NY,New York,WAT,Hydro,3730,megawatthours
2024-06-13 18:00:00,NY,New York,WAT,Hydro,3606,megawatthours
2024-06-13 17:00:00,NY,New York,WAT,Hydro,3549,megawatthours
2024-06-13 16:00:00,NY,New York,WAT,Hydro,3540,megawatthours
2024-06-13 15:00:00,NY,New York,WAT,Hydro,3496,megawatthours
2024-06-13 14:00:00,NY,New York,WAT,Hydro,3340,megawatthours
2024-06-13 13:00:00,NY,New York,WAT,Hydro,3417,megawatthours
2024-06-13 12:00:00,NY,New York,WAT,Hydro,3002,megawatthours
2024-06-13 11:00:00,NY,New York,WAT,Hydro,2699,megawatthours
2024-06-13 10:00:00,NY,New York,WAT,Hydro,2101,megawatthours
2024-06-13 09:00:00,NY,New York,WAT,Hydro,2099,megawatthours
2024-06-13 08:00:00,NY,New York,WAT,Hydro,2103,megawatthours
2024-06-13 07:00:00,NY,New York,WAT,Hydro,2241,megawatthours
2024-06-13 06:00:00,NY,New York,WAT,Hydro,2584,megawatthours
2024-06-13 05:00:00,NY,New York,WAT,Hydro,2614,megawatthours
2024-06-13 04:00:00,NY,New York,WAT,Hydro,2622,megawatthours
2024-06-13 03:00:00,NY,New York,WAT,Hydro,2898,megawatthours
2024-06-13 02:00:00,NY,New York,WAT,Hydro,3461,megawatthours
2024-06-13 01:00:00,NY,New York,WAT,Hydro,3501,megawatthours
2024-06-13 00:00:00,NY,New York,WAT,Hydro,3502,megawatthours
2024-06-12 23:00:00,NY,New York,WAT,Hydro,3413,megawatthours
2024-06-12 22:00:00,NY,New York,WAT,Hydro,3350,megawatthours
2024-06-12 21:00:00,NY,New York,WAT,Hydro,3169,megawatthours
2024-06-12 20:00:00,NY,New York,WAT,Hydro,3101,megawatthours
2024-06-12 19:00:00,NY,New York,WAT,Hydro,2999,megawatthours
2024-06-12 18:00:00,NY,New York,WAT,Hydro,2984,megawatthours
2024-06-12 17:00:00,NY,New York,WAT,Hydro,2985,megawatthours
2024-06-12 16:00:00,NY,New York,WAT,Hydro,3084,megawatthours
2024-06-12 15:00:00,NY,New York,WAT,Hydro,3181,megawatthours
2024-06-12 14:00:00,NY,New York,WAT,Hydro,2998,megawatthours
2024-06-12 13:00:00,NY,New York,WAT,Hydro,2989,megawatthours
2024-06-12 12:00:00,NY,New York,WAT,Hydro,3073,megawatthours
2024-06-12 11:00:00,NY,New York,WAT,Hydro,2746,megawatthours
2024-06-12 10:00:00,NY,New York,WAT,Hydro,2514,megawatthours
2024-06-12 09:00:00,NY,New York,WAT,Hydro,2386,megawatthours
2024-06-12 08:00:00,NY,New York,WAT,Hydro,2376,megawatthours
2024-06-12 07:00:00,NY,New York,WAT,Hydro,2375,megawatthours
2024-06-12 06:00:00,NY,New York,WAT,Hydro,2535,megawatthours
2024-06-12 05:00:00,NY,New York,WAT,Hydro,2671,megawatthours
2024-06-12 04:00:00,NY,New York,WAT,Hydro,2819,megawatthours
2024-06-12 03:00:00,NY,New York,WAT,Hydro,3094,megawatthours
2024-06-12 02:00:00,NY,New York,WAT,Hydro,3517,megawatthours
2024-06-12 01:00:00,NY,New York,WAT,Hydro,3590,megawatthours
2024-06-12 00:00:00,NY,New York,WAT,Hydro,3637,megawatthours
2024-06-11 23:00:00,NY,New York,WAT,Hydro,3434,megawatthours
2024-06-11 22:00:00,NY,New York,WAT,Hydro,3507,megawatthours
2024-06-11 21:00:00,NY,New York,WAT,Hydro,3457,megawatthours
2024-06-11 20:00:00,NY,New York,WAT,Hydro,3341,megawatthours
2024-06-11 19:00:00,NY,New York,WAT,Hydro,3293,megawatthours
2024-06-11 18:00:00,NY,New York,WAT,Hydro,3331,megawatthours
2024-06-11 17:00:00,NY,New York,WAT,Hydro,3444,megawatthours
2024-06-11 16:00:00,NY,New York,WAT,Hydro,3235,megawatthours
2024-06-11 15:00:00,NY,New York,WAT,Hydro,3237,megawatthours
2024-06-11 14:00:00,NY,New York,WAT,Hydro,3259,megawatthours
2024-06-11 13:00:00,NY,New York,WAT,Hydro,2855,megawatthours
2024-06-11 12:00:00,NY,New York,WAT,Hydro,2736,megawatthours
2024-06-11 11:00:00,NY,New York,WAT,Hydro,2733,megawatthours
2024-06-11 10:00:00,NY,New York,WAT,Hydro,2683,megawatthours
2024-06-11 09:00:00,NY,New York,WAT,Hydro,2501,megawatthours
2024-06-11 08:00:00,NY,New York,WAT,Hydro,2234,megawatthours
2024-06-11 07:00:00,NY,New York,WAT,Hydro,2170,megawatthours
2024-06-11 06:00:00,NY,New York,WAT,Hydro,2565,megawatthours
2024-06-11 05:00:00,NY,New York,WAT,Hydro,2360,megawatthours
2024-06-11 04:00:00,NY,New York,WAT,Hydro,2596,megawatthours
2024-06-11 03:00:00,NY,New York,WAT,Hydro,2962,megawatthours
2024-06-11 02:00:00,NY,New York,WAT,Hydro,3429,megawatthours
2024-06-11 01:00:00,NY,New York,WAT,Hydro,3455,megawatthours
2024-06-11 00:00:00,NY,New York,WAT,Hydro,3523,megawatthours
2024-06-10 23:00:00,NY,New York,WAT,Hydro,3478,megawatthours
2024-06-10 22:00:00,NY,New York,WAT,Hydro,3451,megawatthours
2024-06-10 21:00:00,NY,New York,WAT,Hydro,3220,megawatthours
2024-06-10 20:00:00,NY,New York,WAT,Hydro,3228,megawatthours
2024-06-10 19:00:00,NY,New York,WAT,Hydro,3276,megawatthours
2024-06-10 18:00:00,NY,New York,WAT,Hydro,3261,megawatthours
2024-06-10 17:00:00,NY,New York,WAT,Hydro,3226,megawatthours
2024-06-10 16:00:00,NY,New York,WAT,Hydro,3171,megawatthours
2024-06-10 15:00:00,NY,New York,WAT,Hydro,3082,megawatthours
2024-06-10 14:00:00,NY,New York,WAT,Hydro,2866,megawatthours
2024-06-10 13:00:00,NY,New York,WAT,Hydro,2718,megawatthours
2024-06-10 12:00:00,NY,New York,WAT,Hydro,2641,megawatthours
2024-06-10 11:00:00,NY,New York,WAT,Hydro,2625,megawatthours
2024-06-10 10:00:00,NY,New York,WAT,Hydro,2446,megawatthours
2024-06-10 09:00:00,NY,New York,WAT,Hydro,2320,megawatthours
2024-06-10 08:00:00,NY,New York,WAT,Hydro,2229,megawatthours
2024-06-10 07:00:00,NY,New York,WAT,Hydro,2277,megawatthours
2024-06-10 06:00:00,NY,New York,WAT,Hydro,2308,megawatthours
2024-06-10 05:00:00,NY,New York,WAT,Hydro,2311,megawatthours
2024-06-10 04:00:00,NY,New York,WAT,Hydro,2369,megawatthours
2024-06-10 03:00:00,NY,New York,WAT,Hydro,2694,megawatthours
2024-06-10 02:00:00,NY,New York,WAT,Hydro,3114,megawatthours
2024-06-10 01:00:00,NY,New York,WAT,Hydro,3077,megawatthours
2024-06-10 00:00:00,NY,New York,WAT,Hydro,3283,megawatthours
2024-06-09 23:00:00,NY,New York,WAT,Hydro,3188,megawatthours
2024-06-09 22:00:00,NY,New York,WAT,Hydro,3126,megawatthours
2024-06-09 21:00:00,NY,New York,WAT,Hydro,3098,megawatthours
2024-06-09 20:00:00,NY,New York,WAT,Hydro,2900,megawatthours
2024-06-09 19:00:00,NY,New York,WAT,Hydro,2965,megawatthours
2024-06-09 18:00:00,NY,New York,WAT,Hydro,2964,megawatthours
2024-06-09 17:00:00,NY,New York,WAT,Hydro,3069,megawatthours
2024-06-09 16:00:00,NY,New York,WAT,Hydro,3022,megawatthours
2024-06-09 15:00:00,NY,New York,WAT,Hydro,2381,megawatthours
2024-06-09 14:00:00,NY,New York,WAT,Hydro,2586,megawatthours
2024-06-09 13:00:00,NY,New York,WAT,Hydro,2516,megawatthours
2024-06-09 12:00:00,NY,New York,WAT,Hydro,2318,megawatthours
2024-06-09 11:00:00,NY,New York,WAT,Hydro,2271,megawatthours
2024-06-09 10:00:00,NY,New York,WAT,Hydro,2292,megawatthours
2024-06-09 09:00:00,NY,New York,WAT,Hydro,2302,megawatthours
2024-06-09 08:00:00,NY,New York,WAT,Hydro,2294,megawatthours
2024-06-09 07:00:00,NY,New York,WAT,Hydro,2509,megawatthours
2024-06-09 06:00:00,NY,New York,WAT,Hydro,2531,megawatthours
2024-06-09 05:00:00,NY,New York,WAT,Hydro,2580,megawatthours
2024-06-09 04:00:00,NY,New York,WAT,Hydro,2794,megawatthours
2024-06-09 03:00:00,NY,New York,WAT,Hydro,2985,megawatthours
2024-06-09 02:00:00,NY,New York,WAT,Hydro,3314,megawatthours
2024-06-09 01:00:00,NY,New York,WAT,Hydro,3370,megawatthours
2024-06-09 00:00:00,NY,New York,WAT,Hydro,3176,megawatthours
2024-06-08 23:00:00,NY,New York,WAT,Hydro,3300,megawatthours
2024-06-08 22:00:00,NY,New York,WAT,Hydro,3275,megawatthours
2024-06-08 21:00:00,NY,New York,WAT,Hydro,3025,megawatthours
2024-06-08 20:00:00,NY,New York,WAT,Hydro,2920,megawatthours
2024-06-08 19:00:00,NY,New York,WAT,Hydro,2912,megawatthours
2024-06-08 18:00:00,NY,New York,WAT,Hydro,2924,megawatthours
2024-06-08 17:00:00,NY,New York,WAT,Hydro,2924,megawatthours
2024-06-08 16:00:00,NY,New York,WAT,Hydro,2826,megawatthours
2024-06-08 15:00:00,NY,New York,WAT,Hydro,2834,megawatthours
2024-06-08 14:00:00,NY,New York,WAT,Hydro,2750,megawatthours
2024-06-08 13:00:00,NY,New York,WAT,Hydro,2676,megawatthours
2024-06-08 12:00:00,NY,New York,WAT,Hydro,2629,megawatthours
2024-06-08 11:00:00,NY,New York,WAT,Hydro,2356,megawatthours
2024-06-08 10:00:00,NY,New York,WAT,Hydro,2391,megawatthours
2024-06-08 09:00:00,NY,New York,WAT,Hydro,2528,megawatthours
2024-06-08 08:00:00,NY,New York,WAT,Hydro,2535,megawatthours
2024-06-08 07:00:00,NY,New York,WAT,Hydro,2600,megawatthours
2024-06-08 06:00:00,NY,New York,WAT,Hydro,2570,megawatthours
2024-06-08 05:00:00,NY,New York,WAT,Hydro,2608,megawatthours
2024-06-08 04:00:00,NY,New York,WAT,Hydro,2888,megawatthours
2024-06-08 03:00:00,NY,New York,WAT,Hydro,3209,megawatthours
2024-06-08 02:00:00,NY,New York,WAT,Hydro,3341,megawatthours
2024-06-08 01:00:00,NY,New York,WAT,Hydro,3496,megawatthours
2024-06-08 00:00:00,NY,New York,WAT,Hydro,3316,megawatthours
2024-06-07 23:00:00,NY,New York,WAT,Hydro,3341,megawatthours
2024-06-07 22:00:00,NY,New York,WAT,Hydro,3227,megawatthours
2024-06-07 21:00:00,NY,New York,WAT,Hydro,3263,megawatthours
2024-06-07 20:00:00,NY,New York,WAT,Hydro,3180,megawatthours
2024-06-07 19:00:00,NY,New York,WAT,Hydro,3149,megawatthours
2024-06-07 18:00:00,NY,New York,WAT,Hydro,3117,megawatthours
2024-06-07 17:00:00,NY,New York,WAT,Hydro,3275,megawatthours
2024-06-07 16:00:00,NY,New York,WAT,Hydro,2997,megawatthours
2024-06-07 15:00:00,NY,New York,WAT,Hydro,2974,megawatthours
2024-06-07 14:00:00,NY,New York,WAT,Hydro,3037,megawatthours
2024-06-07 13:00:00,NY,New York,WAT,Hydro,2997,megawatthours
2024-06-07 12:00:00,NY,New York,WAT,Hydro,2888,megawatthours
2024-06-07 11:00:00,NY,New York,WAT,Hydro,2388,megawatthours
2024-06-07 10:00:00,NY,New York,WAT,Hydro,2000,megawatthours
2024-06-07 09:00:00,NY,New York,WAT,Hydro,1926,megawatthours
2024-06-07 08:00:00,NY,New York,WAT,Hydro,1957,megawatthours
2024-06-07 07:00:00,NY,New York,WAT,Hydro,1984,megawatthours
2024-06-07 06:00:00,NY,New York,WAT,Hydro,2038,megawatthours
2024-06-07 05:00:00,NY,New York,WAT,Hydro,2049,megawatthours
2024-06-07 04:00:00,NY,New York,WAT,Hydro,2369,megawatthours
2024-06-07 03:00:00,NY,New York,WAT,Hydro,2926,megawatthours
2024-06-07 02:00:00,NY,New York,WAT,Hydro,2911,megawatthours
2024-06-07 01:00:00,NY,New York,WAT,Hydro,2957,megawatthours
2024-06-07 00:00:00,NY,New York,WAT,Hydro,3369,megawatthours
2024-06-06 23:00:00,NY,New York,WAT,Hydro,3216,megawatthours
2024-06-06 22:00:00,NY,New York,WAT,Hydro,2971,megawatthours
2024-06-06 21:00:00,NY,New York,WAT,Hydro,2743,megawatthours
2024-06-06 20:00:00,NY,New York,WAT,Hydro,2923,megawatthours
2024-06-06 19:00:00,NY,New York,WAT,Hydro,2957,megawatthours
2024-06-06 18:00:00,NY,New York,WAT,Hydro,3391,megawatthours
2024-06-06 17:00:00,NY,New York,WAT,Hydro,2940,megawatthours
2024-06-06 16:00:00,NY,New York,WAT,Hydro,3025,megawatthours
2024-06-06 15:00:00,NY,New York,WAT,Hydro,2888,megawatthours
2024-06-06 14:00:00,NY,New York,WAT,Hydro,3005,megawatthours
2024-06-06 13:00:00,NY,New York,WAT,Hydro,2929,megawatthours
2024-06-06 12:00:00,NY,New York,WAT,Hydro,2764,megawatthours
2024-06-06 11:00:00,NY,New York,WAT,Hydro,2551,megawatthours
2024-06-06 10:00:00,NY,New York,WAT,Hydro,2049,megawatthours
2024-06-06 09:00:00,NY,New York,WAT,Hydro,1789,megawatthours
2024-06-06 08:00:00,NY,New York,WAT,Hydro,1831,megawatthours
2024-06-06 07:00:00,NY,New York,WAT,Hydro,1903,megawatthours
2024-06-06 06:00:00,NY,New York,WAT,Hydro,2011,megawatthours
2024-06-06 05:00:00,NY,New York,WAT,Hydro,2122,megawatthours
2024-06-06 04:00:00,NY,New York,WAT,Hydro,2416,megawatthours
2024-06-06 03:00:00,NY,New York,WAT,Hydro,3010,megawatthours
2024-06-06 02:00:00,NY,New York,WAT,Hydro,3537,megawatthours
2024-06-06 01:00:00,NY,New York,WAT,Hydro,3806,megawatthours
2024-06-06 00:00:00,NY,New York,WAT,Hydro,3810,megawatthours
2024-06-05 23:00:00,NY,New York,WAT,Hydro,4082,megawatthours
2024-06-05 22:00:00,NY,New York,WAT,Hydro,3992,megawatthours
2024-06-05 21:00:00,NY,New York,WAT,Hydro,3882,megawatthours
2024-06-05 20:00:00,NY,New York,WAT,Hydro,3689,megawatthours
2024-06-05 19:00:00,NY,New York,WAT,Hydro,3188,megawatthours
2024-06-05 18:00:00,NY,New York,WAT,Hydro,3272,megawatthours
2024-06-05 17:00:00,NY,New York,WAT,Hydro,3054,megawatthours
2024-06-05 16:00:00,NY,New York,WAT,Hydro,3065,megawatthours
2024-06-05 15:00:00,NY,New York,WAT,Hydro,2956,megawatthours
2024-06-05 14:00:00,NY,New York,WAT,Hydro,2977,megawatthours
2024-06-05 13:00:00,NY,New York,WAT,Hydro,2962,megawatthours
2024-06-05 12:00:00,NY,New York,WAT,Hydro,2916,megawatthours
2024-06-05 11:00:00,NY,New York,WAT,Hydro,2361,megawatthours
2024-06-05 10:00:00,NY,New York,WAT,Hydro,1984,megawatthours
2024-06-05 09:00:00,NY,New York,WAT,Hydro,1920,megawatthours
2024-06-05 08:00:00,NY,New York,WAT,Hydro,1903,megawatthours
2024-06-05 07:00:00,NY,New York,WAT,Hydro,1867,megawatthours
2024-06-05 06:00:00,NY,New York,WAT,Hydro,1875,megawatthours
2024-06-05 05:00:00,NY,New York,WAT,Hydro,2145,megawatthours
2024-06-05 04:00:00,NY,New York,WAT,Hydro,2494,megawatthours
2024-06-05 03:00:00,NY,New York,WAT,Hydro,2893,megawatthours
2024-06-05 02:00:00,NY,New York,WAT,Hydro,3499,megawatthours
2024-06-05 01:00:00,NY,New York,WAT,Hydro,3612,megawatthours
2024-06-05 00:00:00,NY,New York,WAT,Hydro,3828,megawatthours
2024-06-04 23:00:00,NY,New York,WAT,Hydro,4299,megawatthours
2024-06-04 22:00:00,NY,New York,WAT,Hydro,4451,megawatthours
2024-06-04 21:00:00,NY,New York,WAT,Hydro,4183,megawatthours
2024-06-04 20:00:00,NY,New York,WAT,Hydro,3778,megawatthours
2024-06-04 19:00:00,NY,New York,WAT,Hydro,3542,megawatthours
2024-06-04 18:00:00,NY,New York,WAT,Hydro,3396,megawatthours
2024-06-04 17:00:00,NY,New York,WAT,Hydro,3210,megawatthours
2024-06-04 16:00:00,NY,New York,WAT,Hydro,3202,megawatthours
2024-06-04 15:00:00,NY,New York,WAT,Hydro,2921,megawatthours
2024-06-04 14:00:00,NY,New York,WAT,Hydro,3042,megawatthours
2024-06-04 13:00:00,NY,New York,WAT,Hydro,2880,megawatthours
2024-06-04 12:00:00,NY,New York,WAT,Hydro,2826,megawatthours
2024-06-04 11:00:00,NY,New York,WAT,Hydro,2483,megawatthours
2024-06-04 10:00:00,NY,New York,WAT,Hydro,2037,megawatthours
2024-06-04 09:00:00,NY,New York,WAT,Hydro,1947,megawatthours
2024-06-04 08:00:00,NY,New York,WAT,Hydro,2012,megawatthours
2024-06-04 07:00:00,NY,New York,WAT,Hydro,2005,megawatthours
2024-06-04 06:00:00,NY,New York,WAT,Hydro,2132,megawatthours
2024-06-04 05:00:00,NY,New York,WAT,Hydro,2438,megawatthours
2024-06-04 04:00:00,NY,New York,WAT,Hydro,3026,megawatthours
2024-06-04 03:00:00,NY,New York,WAT,Hydro,3080,megawatthours
2024-06-04 02:00:00,NY,New York,WAT,Hydro,3606,megawatthours
2024-06-04 01:00:00,NY,New York,WAT,Hydro,3838,megawatthours
2024-06-04 00:00:00,NY,New York,WAT,Hydro,4501,megawatthours
2024-06-03 23:00:00,NY,New York,WAT,Hydro,4509,megawatthours
2024-06-03 22:00:00,NY,New York,WAT,Hydro,4207,megawatthours
2024-06-03 21:00:00,NY,New York,WAT,Hydro,3916,megawatthours
2024-06-03 20:00:00,NY,New York,WAT,Hydro,3818,megawatthours
2024-06-03 19:00:00,NY,New York,WAT,Hydro,3678,megawatthours
2024-06-03 18:00:00,NY,New York,WAT,Hydro,3522,megawatthours
2024-06-03 17:00:00,NY,New York,WAT,Hydro,3579,megawatthours
2024-06-03 16:00:00,NY,New York,WAT,Hydro,3512,megawatthours
2024-06-03 15:00:00,NY,New York,WAT,Hydro,3361,megawatthours
2024-06-03 14:00:00,NY,New York,WAT,Hydro,3321,megawatthours
2024-06-03 13:00:00,NY,New York,WAT,Hydro,3441,megawatthours
2024-06-03 12:00:00,NY,New York,WAT,Hydro,3074,megawatthours
2024-06-03 11:00:00,NY,New York,WAT,Hydro,2771,megawatthours
2024-06-03 10:00:00,NY,New York,WAT,Hydro,2360,megawatthours
2024-06-03 09:00:00,NY,New York,WAT,Hydro,2204,megawatthours
2024-06-03 08:00:00,NY,New York,WAT,Hydro,2200,megawatthours
2024-06-03 07:00:00,NY,New York,WAT,Hydro,2170,megawatthours
2024-06-03 06:00:00,NY,New York,WAT,Hydro,2264,megawatthours
2024-06-03 05:00:00,NY,New York,WAT,Hydro,2301,megawatthours
2024-06-03 04:00:00,NY,New York,WAT,Hydro,2372,megawatthours
2024-06-03 03:00:00,NY,New York,WAT,Hydro,2838,megawatthours
2024-06-03 02:00:00,NY,New York,WAT,Hydro,3168,megawatthours
2024-06-03 01:00:00,NY,New York,WAT,Hydro,3304,megawatthours
2024-06-03 00:00:00,NY,New York,WAT,Hydro,3257,megawatthours
2024-06-02 23:00:00,NY,New York,WAT,Hydro,3176,megawatthours
2024-06-02 22:00:00,NY,New York,WAT,Hydro,3216,megawatthours
2024-06-02 21:00:00,NY,New York,WAT,Hydro,3139,megawatthours
2024-06-02 20:00:00,NY,New York,WAT,Hydro,3198,megawatthours
2024-06-02 19:00:00,NY,New York,WAT,Hydro,3138,megawatthours
