period,respondent,respondent-name,fueltype,type-name,value,value-units
2023-10-07 07:00:00,NY,New York,WAT,Hydro,2278,megawatthours
2023-10-07 06:00:00,NY,New York,WAT,Hydro,2381,megawatthours
2023-10-07 05:00:00,NY,New York,WAT,Hydro,2378,megawatthours
2023-10-07 04:00:00,NY,New York,WAT,Hydro,2570,megawatthours
2023-10-07 03:00:00,NY,New York,WAT,Hydro,2807,megawatthours
2023-10-07 02:00:00,NY,New York,WAT,Hydro,3136,megawatthours
2023-10-07 01:00:00,NY,New York,WAT,Hydro,3569,megawatthours
2023-10-07 00:00:00,NY,New York,WAT,Hydro,3596,megawatthours
2023-10-06 23:00:00,NY,New York,WAT,Hydro,3659,megawatthours
2023-10-06 22:00:00,NY,New York,WAT,Hydro,3540,megawatthours
2023-10-06 21:00:00,NY,New York,WAT,Hydro,3658,megawatthours
2023-10-06 20:00:00,NY,New York,WAT,Hydro,3499,megawatthours
2023-10-06 19:00:00,NY,New York,WAT,Hydro,3599,megawatthours
2023-10-06 18:00:00,NY,New York,WAT,Hydro,3470,megawatthours
2023-10-06 17:00:00,NY,New York,WAT,Hydro,3298,megawatthours
2023-10-06 16:00:00,NY,New York,WAT,Hydro,3418,megawatthours
2023-10-06 15:00:00,NY,New York,WAT,Hydro,3527,megawatthours
2023-10-06 14:00:00,NY,New York,WAT,Hydro,3455,megawatthours
2023-10-06 13:00:00,NY,New York,WAT,Hydro,3408,megawatthours
2023-10-06 12:00:00,NY,New York,WAT,Hydro,3283,megawatthours
2023-10-06 11:00:00,NY,New York,WAT,Hydro,2822,megawatthours
2023-10-06 10:00:00,NY,New York,WAT,Hydro,2552,megawatthours
2023-10-06 09:00:00,NY,New York,WAT,Hydro,2496,megawatthours
2023-10-06 08:00:00,NY,New York,WAT,Hydro,2495,megawatthours
2023-10-06 07:00:00,NY,New York,WAT,Hydro,2246,megawatthours
2023-10-06 06:00:00,NY,New York,WAT,Hydro,2264,megawatthours
2023-10-06 05:00:00,NY,New York,WAT,Hydro,2390,megawatthours
2023-10-06 04:00:00,NY,New York,WAT,Hydro,2829,megawatthours
2023-10-06 03:00:00,NY,New York,WAT,Hydro,2989,megawatthours
2023-10-06 02:00:00,NY,New York,WAT,Hydro,3001,megawatthours
2023-10-06 01:00:00,NY,New York,WAT,Hydro,3380,megawatthours
2023-10-06 00:00:00,NY,New York,WAT,Hydro,3783,megawatthours
2023-10-05 23:00:00,NY,New York,WAT,Hydro,3947,megawatthours
2023-10-05 22:00:00,NY,New York,WAT,Hydro,3969,megawatthours
2023-10-05 21:00:00,NY,New York,WAT,Hydro,3265,megawatthours
2023-10-05 20:00:00,NY,New York,WAT,Hydro,2983,megawatthours
2023-10-05 19:00:00,NY,New York,WAT,Hydro,3126,megawatthours
2023-10-05 18:00:00,NY,New York,WAT,Hydro,2950,megawatthours
2023-10-05 17:00:00,NY,New York,WAT,Hydro,2865,megawatthours
2023-10-05 16:00:00,NY,New York,WAT,Hydro,2763,megawatthours
2023-10-05 15:00:00,NY,New York,WAT,Hydro,2895,megawatthours
2023-10-05 14:00:00,NY,New York,WAT,Hydro,2905,megawatthours
2023-10-05 13:00:00,NY,New York,WAT,Hydro,2810,megawatthours
2023-10-05 12:00:00,NY,New York,WAT,Hydro,2811,megawatthours
2023-10-05 11:00:00,NY,New York,WAT,Hydro,2559,megawatthours
2023-10-05 10:00:00,NY,New York,WAT,Hydro,2152,megawatthours
2023-10-05 09:00:00,NY,New York,WAT,Hydro,2041,megawatthours
2023-10-05 08:00:00,NY,New York,WAT,Hydro,2062,megawatthours
2023-10-05 07:00:00,NY,New York,WAT,Hydro,2077,megawatthours
2023-10-05 06:00:00,NY,New York,WAT,Hydro,2162,megawatthours
2023-10-05 05:00:00,NY,New York,WAT,Hydro,2214,megawatthours
2023-10-05 04:00:00,NY,New York,WAT,Hydro,2525,megawatthours
2023-10-05 03:00:00,NY,New York,WAT,Hydro,2739,megawatthours
2023-10-05 02:00:00,NY,New York,WAT,Hydro,3007,megawatthours
2023-10-05 01:00:00,NY,New York,WAT,Hydro,3534,megawatthours
2023-10-05 00:00:00,NY,New York,WAT,Hydro,3830,megawatthours
2023-10-04 23:00:00,NY,New York,WAT,Hydro,3693,megawatthours
2023-10-04 22:00:00,NY,New York,WAT,Hydro,3916,megawatthours
2023-10-04 21:00:00,NY,New York,WAT,Hydro,3782,megawatthours
2023-10-04 20:00:00,NY,New York,WAT,Hydro,3628,megawatthours
2023-10-04 19:00:00,NY,New York,WAT,Hydro,3358,megawatthours
2023-10-04 18:00:00,NY,New York,WAT,Hydro,3029,megawatthours
2023-10-04 17:00:00,NY,New York,WAT,Hydro,2951,megawatthours
2023-10-04 16:00:00,NY,New York,WAT,Hydro,2952,megawatthours
2023-10-04 15:00:00,NY,New York,WAT,Hydro,3035,megawatthours
2023-10-04 14:00:00,NY,New York,WAT,Hydro,3066,megawatthours
2023-10-04 13:00:00,NY,New York,WAT,Hydro,3066,megawatthours
2023-10-04 12:00:00,NY,New York,WAT,Hydro,3324,megawatthours
2023-10-04 11:00:00,NY,New York,WAT,Hydro,2850,megawatthours
2023-10-04 10:00:00,NY,New York,WAT,Hydro,2391,megawatthours
2023-10-04 09:00:00,NY,New York,WAT,Hydro,2210,megawatthours
2023-10-04 08:00:00,NY,New York,WAT,Hydro,2179,megawatthours
2023-10-04 07:00:00,NY,New York,WAT,Hydro,2285,megawatthours
2023-10-04 06:00:00,NY,New York,WAT,Hydro,2401,megawatthours
2023-10-04 05:00:00,NY,New York,WAT,Hydro,2459,megawatthours
2023-10-04 04:00:00,NY,New York,WAT,Hydro,2384,megawatthours
2023-10-04 03:00:00,NY,New York,WAT,Hydro,2823,megawatthours
2023-10-04 02:00:00,NY,New York,WAT,Hydro,2999,megawatthours
2023-10-04 01:00:00,NY,New York,WAT,Hydro,3285,megawatthours
2023-10-04 00:00:00,NY,New York,WAT,Hydro,3333,megawatthours
2023-10-03 23:00:00,NY,New York,WAT,Hydro,3305,megawatthours
2023-10-03 22:00:00,NY,New York,WAT,Hydro,3320,megawatthours
2023-10-03 21:00:00,NY,New York,WAT,Hydro,3241,megawatthours
2023-10-03 20:00:00,NY,New York,WAT,Hydro,3321,megawatthours
2023-10-03 19:00:00,NY,New York,WAT,Hydro,3119,megawatthours
2023-10-03 18:00:00,NY,New York,WAT,Hydro,2891,megawatthours
2023-10-03 17:00:00,NY,New York,WAT,Hydro,2873,megawatthours
2023-10-03 16:00:00,NY,New York,WAT,Hydro,2826,megawatthours
2023-10-03 15:00:00,NY,New York,WAT,Hydro,2887,megawatthours
2023-10-03 14:00:00,NY,New York,WAT,Hydro,2855,megawatthours
2023-10-03 13:00:00,NY,New York,WAT,Hydro,2824,megawatthours
2023-10-03 12:00:00,NY,New York,WAT,Hydro,2821,megawatthours
2023-10-03 11:00:00,NY,New York,WAT,Hydro,2514,megawatthours
2023-10-03 10:00:00,NY,New York,WAT,Hydro,2166,megawatthours
2023-10-03 09:00:00,NY,New York,WAT,Hydro,2042,megawatthours
2023-10-03 08:00:00,NY,New York,WAT,Hydro,2056,megawatthours
2023-10-03 07:00:00,NY,New York,WAT,Hydro,2103,megawatthours
2023-10-03 06:00:00,NY,New York,WAT,Hydro,2100,megawatthours
2023-10-03 05:00:00,NY,New York,WAT,Hydro,2154,megawatthours
2023-10-03 04:00:00,NY,New York,WAT,Hydro,2296,megawatthours
2023-10-03 03:00:00,NY,New York,WAT,Hydro,2639,megawatthours
2023-10-03 02:00:00,NY,New York,WAT,Hydro,3031,megawatthours
2023-10-03 01:00:00,NY,New York,WAT,Hydro,3516,megawatthours
2023-10-03 00:00:00,NY,New York,WAT,Hydro,3846,megawatthours
2023-10-02 23:00:00,NY,New York,WAT,Hydro,3863,megawatthours
2023-10-02 22:00:00,NY,New York,WAT,Hydro,4033,megawatthours
2023-10-02 21:00:00,NY,New York,WAT,Hydro,3534,megawatthours
2023-10-02 20:00:00,NY,New York,WAT,Hydro,3245,megawatthours
2023-10-02 19:00:00,NY,New York,WAT,Hydro,3025,megawatthours
2023-10-02 18:00:00,NY,New York,WAT,Hydro,2951,megawatthours
2023-10-02 17:00:00,NY,New York,WAT,Hydro,2953,megawatthours
2023-10-02 16:00:00,NY,New York,WAT,Hydro,2886,megawatthours
2023-10-02 15:00:00,NY,New York,WAT,Hydro,2876,megawatthours
2023-10-02 14:00:00,NY,New York,WAT,Hydro,2779,megawatthours
2023-10-02 13:00:00,NY,New York,WAT,Hydro,2898,megawatthours
2023-10-02 12:00:00,NY,New York,WAT,Hydro,2820,megawatthours
2023-10-02 11:00:00,NY,New York,WAT,Hydro,2496,megawatthours
2023-10-02 10:00:00,NY,New York,WAT,Hydro,2179,megawatthours
2023-10-02 09:00:00,NY,New York,WAT,Hydro,2166,megawatthours
2023-10-02 08:00:00,NY,New York,WAT,Hydro,2163,megawatthours
2023-10-02 07:00:00,NY,New York,WAT,Hydro,2245,megawatthours
2023-10-02 06:00:00,NY,New York,WAT,Hydro,2264,megawatthours
2023-10-02 05:00:00,NY,New York,WAT,Hydro,2250,megawatthours
2023-10-02 04:00:00,NY,New York,WAT,Hydro,2403,megawatthours
2023-10-02 03:00:00,NY,New York,WAT,Hydro,2704,megawatthours
2023-10-02 02:00:00,NY,New York,WAT,Hydro,3028,megawatthours
2023-10-02 01:00:00,NY,New York,WAT,Hydro,3312,megawatthours
2023-10-02 00:00:00,NY,New York,WAT,Hydro,3530,megawatthours
2023-10-01 23:00:00,NY,New York,WAT,Hydro,3519,megawatthours
2023-10-01 22:00:00,NY,New York,WAT,Hydro,3438,megawatthours
2023-10-01 21:00:00,NY,New York,WAT,Hydro,3134,megawatthours
2023-10-01 20:00:00,NY,New York,WAT,Hydro,2824,megawatthours
2023-10-01 19:00:00,NY,New York,WAT,Hydro,2836,megawatthours
2023-10-01 18:00:00,NY,New York,WAT,Hydro,2678,megawatthours
2023-10-01 17:00:00,NY,New York,WAT,Hydro,2587,megawatthours
2023-10-01 16:00:00,NY,New York,WAT,Hydro,2583,megawatthours
2023-10-01 15:00:00,NY,New York,WAT,Hydro,2616,megawatthours
2023-10-01 14:00:00,NY,New York,WAT,Hydro,2709,megawatthours
2023-10-01 13:00:00,NY,New York,WAT,Hydro,2711,megawatthours
2023-10-01 12:00:00,NY,New York,WAT,Hydro,2502,megawatthours
2023-10-01 11:00:00,NY,New York,WAT,Hydro,2030,megawatthours
2023-10-01 10:00:00,NY,New York,WAT,Hydro,1741,megawatthours
2023-10-01 09:00:00,NY,New York,WAT,Hydro,1736,megawatthours
2023-10-01 08:00:00,NY,New York,WAT,Hydro,1780,megawatthours
2023-10-01 07:00:00,NY,New York,WAT,Hydro,1836,megawatthours
2023-10-01 06:00:00,NY,New York,WAT,Hydro,1970,megawatthours
2023-10-01 05:00:00,NY,New York,WAT,Hydro,2120,megawatthours
2023-10-01 04:00:00,NY,New York,WAT,Hydro,2318,megawatthours
2023-10-01 03:00:00,NY,New York,WAT,Hydro,2604,megawatthours
2023-10-01 02:00:00,NY,New York,WAT,Hydro,2721,megawatthours
2023-10-01 01:00:00,NY,New York,WAT,Hydro,2862,megawatthours
2023-10-01 00:00:00,NY,New York,WAT,Hydro,2940,megawatthours
2023-09-30 23:00:00,NY,New York,WAT,Hydro,2901,megawatthours
2023-09-30 22:00:00,NY,New York,WAT,Hydro,3012,megawatthours
2023-09-30 21:00:00,NY,New York,WAT,Hydro,2842,megawatthours
2023-09-30 20:00:00,NY,New York,WAT,Hydro,2744,megawatthours
2023-09-30 19:00:00,NY,New York,WAT,Hydro,2676,megawatthours
2023-09-30 18:00:00,NY,New York,WAT,Hydro,2694,megawatthours
2023-09-30 17:00:00,NY,New York,WAT,Hydro,2720,megawatthours
2023-09-30 16:00:00,NY,New York,WAT,Hydro,2699,megawatthours
2023-09-30 15:00:00,NY,New York,WAT,Hydro,2714,megawatthours
2023-09-30 14:00:00,NY,New York,WAT,Hydro,2737,megawatthours
2023-09-30 13:00:00,NY,New York,WAT,Hydro,2674,megawatthours
2023-09-30 12:00:00,NY,New York,WAT,Hydro,2668,megawatthours
2023-09-30 11:00:00,NY,New York,WAT,Hydro,2127,megawatthours
2023-09-30 10:00:00,NY,New York,WAT,Hydro,1851,megawatthours
2023-09-30 09:00:00,NY,New York,WAT,Hydro,1739,megawatthours
2023-09-30 08:00:00,NY,New York,WAT,Hydro,1789,megawatthours
2023-09-30 07:00:00,NY,New York,WAT,Hydro,1993,megawatthours
2023-09-30 06:00:00,NY,New York,WAT,Hydro,2044,megawatthours
2023-09-30 05:00:00,NY,New York,WAT,Hydro,2189,megawatthours
2023-09-30 04:00:00,NY,New York,WAT,Hydro,2394,megawatthours
2023-09-30 03:00:00,NY,New York,WAT,Hydro,2727,megawatthours
2023-09-30 02:00:00,NY,New York,WAT,Hydro,3045,megawatthours
2023-09-30 01:00:00,NY,New York,WAT,Hydro,3148,megawatthours
2023-09-30 00:00:00,NY,New York,WAT,Hydro,3239,megawatthours
2023-09-29 23:00:00,NY,New York,WAT,Hydro,3284,megawatthours
2023-09-29 22:00:00,NY,New York,WAT,Hydro,3251,megawatthours
2023-09-29 21:00:00,NY,New York,WAT,Hydro,3319,megawatthours
2023-09-29 20:00:00,NY,New York,WAT,Hydro,3329,megawatthours
2023-09-29 19:00:00,NY,New York,WAT,Hydro,3268,megawatthours
2023-09-29 18:00:00,NY,New York,WAT,Hydro,3311,megawatthours
2023-09-29 17:00:00,NY,New York,WAT,Hydro,3212,megawatthours
2023-09-29 16:00:00,NY,New York,WAT,Hydro,3254,megawatthours
2023-09-29 15:00:00,NY,New York,WAT,Hydro,3264,megawatthours
2023-09-29 14:00:00,NY,New York,WAT,Hydro,3054,megawatthours
2023-09-29 13:00:00,NY,New York,WAT,Hydro,3054,megawatthours
2023-09-29 12:00:00,NY,New York,WAT,Hydro,2952,megawatthours
2023-09-29 11:00:00,NY,New York,WAT,Hydro,2381,megawatthours
2023-09-29 10:00:00,NY,New York,WAT,Hydro,1991,megawatthours
2023-09-29 09:00:00,NY,New York,WAT,Hydro,2000,megawatthours
2023-09-29 08:00:00,NY,New York,WAT,Hydro,1991,megawatthours
2023-09-29 07:00:00,NY,New York,WAT,Hydro,2157,megawatthours
2023-09-29 06:00:00,NY,New York,WAT,Hydro,2162,megawatthours
2023-09-29 05:00:00,NY,New York,WAT,Hydro,2119,megawatthours
2023-09-29 04:00:00,NY,New York,WAT,Hydro,2266,megawatthours
2023-09-29 03:00:00,NY,New York,WAT,Hydro,2711,megawatthours
2023-09-29 02:00:00,NY,New York,WAT,Hydro,2952,megawatthours
2023-09-29 01:00:00,NY,New York,WAT,Hydro,2875,megawatthours
2023-09-29 00:00:00,NY,New York,WAT,Hydro,3263,megawatthours
2023-09-28 23:00:00,NY,New York,WAT,Hydro,3303,megawatthours
2023-09-28 22:00:00,NY,New York,WAT,Hydro,3173,megawatthours
2023-09-28 21:00:00,NY,New York,WAT,Hydro,3341,megawatthours
2023-09-28 20:00:00,NY,New York,WAT,Hydro,2965,megawatthours
2023-09-28 19:00:00,NY,New York,WAT,Hydro,2890,megawatthours
2023-09-28 18:00:00,NY,New York,WAT,Hydro,2889,megawatthours
2023-09-28 17:00:00,NY,New York,WAT,Hydro,2859,megawatthours
2023-09-28 16:00:00,NY,New York,WAT,Hydro,2861,megawatthours
2023-09-28 15:00:00,NY,New York,WAT,Hydro,2754,megawatthours
2023-09-28 14:00:00,NY,New York,WAT,Hydro,2650,megawatthours
2023-09-28 13:00:00,NY,New York,WAT,Hydro,2794,megawatthours
2023-09-28 12:00:00,NY,New York,WAT,Hydro,2926,megawatthours
2023-09-28 11:00:00,NY,New York,WAT,Hydro,2438,megawatthours
2023-09-28 10:00:00,NY,New York,WAT,Hydro,1987,megawatthours
2023-09-28 09:00:00,NY,New York,WAT,Hydro,1987,megawatthours
2023-09-28 08:00:00,NY,New York,WAT,Hydro,1953,megawatthours
2023-09-28 07:00:00,NY,New York,WAT,Hydro,1979,megawatthours
2023-09-28 06:00:00,NY,New York,WAT,Hydro,1958,megawatthours
2023-09-28 05:00:00,NY,New York,WAT,Hydro,2038,megawatthours
2023-09-28 04:00:00,NY,New York,WAT,Hydro,2220,megawatthours
2023-09-28 03:00:00,NY,New York,WAT,Hydro,2678,megawatthours
2023-09-28 02:00:00,NY,New York,WAT,Hydro,2933,megawatthours
2023-09-28 01:00:00,NY,New York,WAT,Hydro,3275,megawatthours
2023-09-28 00:00:00,NY,New York,WAT,Hydro,3322,megawatthours
2023-09-27 23:00:00,NY,New York,WAT,Hydro,3307,megawatthours
2023-09-27 22:00:00,NY,New York,WAT,Hydro,3172,megawatthours
2023-09-27 21:00:00,NY,New York,WAT,Hydro,2940,megawatthours
2023-09-27 20:00:00,NY,New York,WAT,Hydro,2839,megawatthours
2023-09-27 19:00:00,NY,New York,WAT,Hydro,2786,megawatthours
2023-09-27 18:00:00,NY,New York,WAT,Hydro,2729,megawatthours
2023-09-27 17:00:00,NY,New York,WAT,Hydro,2773,megawatthours
2023-09-27 16:00:00,NY,New York,WAT,Hydro,2688,megawatthours
2023-09-27 15:00:00,NY,New York,WAT,Hydro,2620,megawatthours
2023-09-27 14:00:00,NY,New York,WAT,Hydro,2590,megawatthours
2023-09-27 13:00:00,NY,New York,WAT,Hydro,2727,megawatthours
2023-09-27 12:00:00,NY,New York,WAT,Hydro,2755,megawatthours
2023-09-27 11:00:00,NY,New York,WAT,Hydro,2214,megawatthours
2023-09-27 10:00:00,NY,New York,WAT,Hydro,1878,megawatthours
2023-09-27 09:00:00,NY,New York,WAT,Hydro,1844,megawatthours
2023-09-27 08:00:00,NY,New York,WAT,Hydro,1858,megawatthours
2023-09-27 07:00:00,NY,New York,WAT,Hydro,1877,megawatthours
2023-09-27 06:00:00,NY,New York,WAT,Hydro,1856,megawatthours
2023-09-27 05:00:00,NY,New York,WAT,Hydro,1969,megawatthours
2023-09-27 04:00:00,NY,New York,WAT,Hydro,2036,megawatthours
2023-09-27 03:00:00,NY,New York,WAT,Hydro,2626,megawatthours
2023-09-27 02:00:00,NY,New York,WAT,Hydro,2800,megawatthours
2023-09-27 01:00:00,NY,New York,WAT,Hydro,2960,megawatthours
2023-09-27 00:00:00,NY,New York,WAT,Hydro,3127,megawatthours
2023-09-26 23:00:00,NY,New York,WAT,Hydro,3187,megawatthours
2023-09-26 22:00:00,NY,New York,WAT,Hydro,3275,megawatthours
2023-09-26 21:00:00,NY,New York,WAT,Hydro,2836,megawatthours
2023-09-26 20:00:00,NY,New York,WAT,Hydro,2783,megawatthours
2023-09-26 19:00:00,NY,New York,WAT,Hydro,2835,megawatthours
2023-09-26 18:00:00,NY,New York,WAT,Hydro,2865,megawatthours
2023-09-26 17:00:00,NY,New York,WAT,Hydro,2738,megawatthours
2023-09-26 16:00:00,NY,New York,WAT,Hydro,2697,megawatthours
2023-09-26 15:00:00,NY,New York,WAT,Hydro,2655,megawatthours
2023-09-26 14:00:00,NY,New York,WAT,Hydro,2664,megawatthours
2023-09-26 13:00:00,NY,New York,WAT,Hydro,2649,megawatthours
2023-09-26 12:00:00,NY,New York,WAT,Hydro,2672,megawatthours
2023-09-26 11:00:00,NY,New York,WAT,Hydro,2173,megawatthours
2023-09-26 10:00:00,NY,New York,WAT,Hydro,1874,megawatthours
2023-09-26 09:00:00,NY,New York,WAT,Hydro,1815,megawatthours
2023-09-26 08:00:00,NY,New York,WAT,Hydro,1794,megawatthours
2023-09-26 07:00:00,NY,New York,WAT,Hydro,1830,megawatthours
2023-09-26 06:00:00,NY,New York,WAT,Hydro,1867,megawatthours
2023-09-26 05:00:00,NY,New York,WAT,Hydro,1972,megawatthours
2023-09-26 04:00:00,NY,New York,WAT,Hydro,2222,megawatthours
2023-09-26 03:00:00,NY,New York,WAT,Hydro,2756,megawatthours
2023-09-26 02:00:00,NY,New York,WAT,Hydro,2836,megawatthours
2023-09-26 01:00:00,NY,New York,WAT,Hydro,3141,megawatthours
2023-09-26 00:00:00,NY,New York,WAT,Hydro,3343,megawatthours
2023-09-25 23:00:00,NY,New York,WAT,Hydro,3601,megawatthours
2023-09-25 22:00:00,NY,New York,WAT,Hydro,3548,megawatthours
2023-09-25 21:00:00,NY,New York,WAT,Hydro,3135,megawatthours
2023-09-25 20:00:00,NY,New York,WAT,Hydro,3020,megawatthours
2023-09-25 19:00:00,NY,New York,WAT,Hydro,2962,megawatthours
2023-09-25 18:00:00,NY,New York,WAT,Hydro,3013,megawatthours
2023-09-25 17:00:00,NY,New York,WAT,Hydro,3022,megawatthours
2023-09-25 16:00:00,NY,New York,WAT,Hydro,2999,megawatthours
2023-09-25 15:00:00,NY,New York,WAT,Hydro,3107,megawatthours
2023-09-25 14:00:00,NY,New York,WAT,Hydro,3080,megawatthours
2023-09-25 13:00:00,NY,New York,WAT,Hydro,2926,megawatthours
2023-09-25 12:00:00,NY,New York,WAT,Hydro,2685,megawatthours
2023-09-25 11:00:00,NY,New York,WAT,Hydro,2182,megawatthours
2023-09-25 10:00:00,NY,New York,WAT,Hydro,1886,megawatthours
2023-09-25 09:00:00,NY,New York,WAT,Hydro,1655,megawatthours
2023-09-25 08:00:00,NY,New York,WAT,Hydro,1665,megawatthours
2023-09-25 07:00:00,NY,New York,WAT,Hydro,1708,megawatthours
2023-09-25 06:00:00,NY,New York,WAT,Hydro,1988,megawatthours
2023-09-25 05:00:00,NY,New York,WAT,Hydro,2095,megawatthours
2023-09-25 04:00:00,NY,New York,WAT,Hydro,2357,megawatthours
2023-09-25 03:00:00,NY,New York,WAT,Hydro,2630,megawatthours
2023-09-25 02:00:00,NY,New York,WAT,Hydro,3039,megawatthours
2023-09-25 01:00:00,NY,New York,WAT,Hydro,3114,megawatthours
2023-09-25 00:00:00,NY,New York,WAT,Hydro,3216,megawatthours
2023-09-24 23:00:00,NY,New York,WAT,Hydro,3250,megawatthours
2023-09-24 22:00:00,NY,New York,WAT,Hydro,3124,megawatthours
2023-09-24 21:00:00,NY,New York,WAT,Hydro,3101,megawatthours
2023-09-24 20:00:00,NY,New York,WAT,Hydro,2934,megawatthours
2023-09-24 19:00:00,NY,New York,WAT,Hydro,2961,megawatthours
2023-09-24 18:00:00,NY,New York,WAT,Hydro,2947,megawatthours
2023-09-24 17:00:00,NY,New York,WAT,Hydro,3062,megawatthours
2023-09-24 16:00:00,NY,New York,WAT,Hydro,2907,megawatthours
2023-09-24 15:00:00,NY,New York,WAT,Hydro,2895,megawatthours
2023-09-24 14:00:00,NY,New York,WAT,Hydro,2735,megawatthours
2023-09-24 13:00:00,NY,New York,WAT,Hydro,2518,megawatthours
2023-09-24 12:00:00,NY,New York,WAT,Hydro,2351,megawatthours
2023-09-24 11:00:00,NY,New York,WAT,Hydro,2042,megawatthours
2023-09-24 10:00:00,NY,New York,WAT,Hydro,1603,megawatthours
2023-09-24 09:00:00,NY,New York,WAT,Hydro,1563,megawatthours
2023-09-24 08:00:00,NY,New York,WAT,Hydro,1624,megawatthours
2023-09-24 07:00:00,NY,New York,WAT,Hydro,1668,megawatthours
2023-09-24 06:00:00,NY,New York,WAT,Hydro,1878,megawatthours
2023-09-24 05:00:00,NY,New York,WAT,Hydro,2226,megawatthours
2023-09-24 04:00:00,NY,New York,WAT,Hydro,2244,megawatthours
2023-09-24 03:00:00,NY,New York,WAT,Hydro,2695,megawatthours
2023-09-24 02:00:00,NY,New York,WAT,Hydro,3022,megawatthours
2023-09-24 01:00:00,NY,New York,WAT,Hydro,3174,megawatthours
2023-09-24 00:00:00,NY,New York,WAT,Hydro,3193,megawatthours
2023-09-23 23:00:00,NY,New York,WAT,Hydro,3265,megawatthours
2023-09-23 22:00:00,NY,New York,WAT,Hydro,3225,megawatthours
2023-09-23 21:00:00,NY,New York,WAT,Hydro,3245,megawatthours
2023-09-23 20:00:00,NY,New York,WAT,Hydro,3146,megawatthours
2023-09-23 19:00:00,NY,New York,WAT,Hydro,3065,megawatthours
2023-09-23 18:00:00,NY,New York,WAT,Hydro,3120,megawatthours
2023-09-23 17:00:00,NY,New York,WAT,Hydro,3104,megawatthours
2023-09-23 16:00:00,NY,New York,WAT,Hydro,3103,megawatthours
2023-09-23 15:00:00,NY,New York,WAT,Hydro,3066,megawatthours
2023-09-23 14:00:00,NY,New York,WAT,Hydro,3016,megawatthours
2023-09-23 13:00:00,NY,New York,WAT,Hydro,2994,megawatthours
2023-09-23 12:00:00,NY,New York,WAT,Hydro,2657,megawatthours
2023-09-23 11:00:00,NY,New York,WAT,Hydro,2212,megawatthours
2023-09-23 10:00:00,NY,New York,WAT,Hydro,1859,megawatthours
2023-09-23 09:00:00,NY,New York,WAT,Hydro,1824,megawatthours
2023-09-23 08:00:00,NY,New York,WAT,Hydro,1848,megawatthours
2023-09-23 07:00:00,NY,New York,WAT,Hydro,1913,megawatthours
2023-09-23 06:00:00,NY,New York,WAT,Hydro,1887,megawatthours
2023-09-23 05:00:00,NY,New York,WAT,Hydro,2014,megawatthours
2023-09-23 04:00:00,NY,New York,WAT,Hydro,2350,megawatthours
2023-09-23 03:00:00,NY,New York,WAT,Hydro,3015,megawatthours
2023-09-23 02:00:00,NY,New York,WAT,Hydro,3171,megawatthours
2023-09-23 01:00:00,NY,New York,WAT,Hydro,3406,megawatthours
2023-09-23 00:00:00,NY,New York,WAT,Hydro,3243,megawatthours
2023-09-22 23:00:00,NY,New York,WAT,Hydro,3285,megawatthours
2023-09-22 22:00:00,NY,New York,WAT,Hydro,3295,megawatthours
2023-09-22 21:00:00,NY,New York,WAT,Hydro,3185,megawatthours
2023-09-22 20:00:00,NY,New York,WAT,Hydro,3113,megawatthours
2023-09-22 19:00:00,NY,New York,WAT,Hydro,3185,megawatthours
2023-09-22 18:00:00,NY,New York,WAT,Hydro,3173,megawatthours
2023-09-22 17:00:00,NY,New York,WAT,Hydro,3131,megawatthours
2023-09-22 16:00:00,NY,New York,WAT,Hydro,3098,megawatthours
2023-09-22 15:00:00,NY,New York,WAT,Hydro,3052,megawatthours
2023-09-22 14:00:00,NY,New York,WAT,Hydro,3128,megawatthours
2023-09-22 13:00:00,NY,New York,WAT,Hydro,3145,megawatthours
2023-09-22 12:00:00,NY,New York,WAT,Hydro,3019,megawatthours
2023-09-22 11:00:00,NY,New York,WAT,Hydro,2462,megawatthours
2023-09-22 10:00:00,NY,New York,WAT,Hydro,2226,megawatthours
2023-09-22 09:00:00,NY,New York,WAT,Hydro,2185,megawatthours
2023-09-22 08:00:00,NY,New York,WAT,Hydro,2125,megawatthours
2023-09-22 07:00:00,NY,New York,WAT,Hydro,2177,megawatthours
2023-09-22 06:00:00,NY,New York,WAT,Hydro,2193,megawatthours
2023-09-22 05:00:00,NY,New York,WAT,Hydro,2231,megawatthours
2023-09-22 04:00:00,NY,New York,WAT,Hydro,2329,megawatthours
2023-09-22 03:00:00,NY,New York,WAT,Hydro,2905,megawatthours
2023-09-22 02:00:00,NY,New York,WAT,Hydro,3242,megawatthours
2023-09-22 01:00:00,NY,New York,WAT,Hydro,3440,megawatthours
2023-09-22 00:00:00,NY,New York,WAT,Hydro,3782,megawatthours
2023-09-21 23:00:00,NY,New York,WAT,Hydro,3883,megawatthours
2023-09-21 22:00:00,NY,New York,WAT,Hydro,3789,megawatthours
2023-09-21 21:00:00,NY,New York,WAT,Hydro,3374,megawatthours
2023-09-21 20:00:00,NY,New York,WAT,Hydro,3261,megawatthours
2023-09-21 19:00:00,NY,New York,WAT,Hydro,3200,megawatthours
2023-09-21 18:00:00,NY,New York,WAT,Hydro,3200,megawatthours
2023-09-21 17:00:00,NY,New York,WAT,Hydro,3249,megawatthours
2023-09-21 16:00:00,NY,New York,WAT,Hydro,3277,megawatthours
2023-09-21 15:00:00,NY,New York,WAT,Hydro,3263,megawatthours
